home_imac_sk_1_a,ted,synckit,1,65,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,1,447,367,4,15,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,326,239,2,12,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,131,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,flying,1,307,237,0,13,0.0372,784073
home_imac_sk_1_a,ted,flying,2,284,198,0,12,0.0372,784073
home_imac_sk_1_a,ted,flying,2,123,50,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,3,189,108,0,5,0.0372,784073
home_imac_sk_1_a,ted,flying,3,190,114,0,5,0.0372,784073
home_imac_sk_1_a,ted,flying,3,105,33,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,3,238,161,0,5,0.0372,784073
home_imac_sk_1_a,ted,flying,3,137,51,0,4,0.0372,784073
home_imac_sk_1_a,ted,flying,3,110,28,0,2,0.0372,784073
home_imac_sk_1_a,ted,flying,3,144,54,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,3,111,29,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,3,163,77,0,6,0.0372,784073
home_imac_sk_1_a,ted,flying,3,108,34,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,4,375,298,0,8,0.0372,784073
home_imac_sk_1_a,ted,flying,4,104,26,0,3,0.0372,784073
home_imac_sk_1_a,ted,flying,5,192,104,0,5,0.0372,784073
home_imac_sk_1_a,ted,synckit,1,79,0,0,18,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,86,0,0,14,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,80,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,79,0,0,6,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,80,0,0,6,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,80,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,214,130,2,5,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,79,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,77,0,0,7,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,79,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,80,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,117,0,0,6,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,113,0,0,6,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,81,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,119,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,78,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,135,58,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,1,108,0,0,18,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,111,0,0,4,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,130,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,114,0,0,5,0.0372,784073
home_imac_sk_1_a,ted,synckit,1,95,0,0,18,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,77,0,0,2,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,113,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,116,0,0,7,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,117,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,88,0,0,14,0.0372,784073
home_imac_sk_1_a,ted,synckit,2,120,0,0,14,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,87,0,0,9,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,79,0,0,5,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,106,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,117,0,0,3,0.0372,784073
home_imac_sk_1_a,ted,synckit,3,121,0,0,2,0.0372,784073
